date,rlg_price,rlv_price,vix_price,spread,rlg_return,rlv_return,vix_index,r_growth_(t-1),r_value_(t-1),p_growth_(t-1),p_value_(t-1),p_joint_(t-1),p_spread_(t-1),spread
datetime,float,float,float,float,float,float,float,float,float,float,float,float,float,float
T,,,,,,,,,,,,,,
11/18/2005 0:00,515.09,681.94,11.12,0.29%,0.27%,0.56%,11.25%,1.0477%,0.9293%,77.8928%,77.6533%,79.67%,44.9226%,0.2858%
11/21/2005 0:00,517.85,686.09,10.82,0.07%,0.54%,0.61%,11.12%,0.2723%,0.5581%,57.2820%,67.2370%,56.59%,61.8997%,0.0727%
11/22/2005 0:00,520.30,689.86,10.60,0.08%,0.47%,0.55%,10.82%,0.5372%,0.6099%,64.9287%,68.8022%,65.50%,53.0245%,0.0762%
11/23/2005 0:00,521.60,692.97,10.96,0.20%,0.25%,0.45%,10.60%,0.4719%,0.5482%,63.0873%,66.9320%,62.69%,53.1743%,0.2006%
11/24/2005 0:00,521.60,692.97,10.96,0.00%,0.00%,0.00%,10.96%,0.2506%,0.4513%,56.6382%,63.9089%,54.23%,58.4003%,0.0000%
11/25/2005 0:00,522.81,694.50,10.88,-0.01%,0.23%,0.22%,10.96%,0.0000%,0.0000%,49.1249%,48.9701%,35.29%,49.9389%,-0.0099%
11/28/2005 0:00,518.05,688.04,11.84,-0.02%,-0.91%,-0.93%,10.88%,0.2316%,0.2217%,56.0726%,56.4245%,48.60%,49.5166%,-0.0215%
11/29/2005 0:00,517.70,688.64,11.89,0.16%,-0.07%,0.09%,11.84%,-0.9095%,-0.9310%,23.9411%,20.7927%,7.92%,49.0249%,0.1559%
11/30/2005 0:00,515.91,682.81,12.06,-0.50%,-0.35%,-0.85%,11.89%,-0.0685%,0.0873%,47.0647%,51.9180%,35.58%,56.5324%,-0.5006%
12/1/2005 0:00,522.23,691.20,11.24,0.00%,1.23%,1.23%,12.06%,-0.3461%,-0.8467%,38.8543%,22.8948%,11.87%,29.6433%,0.0022%
12/2/2005 0:00,522.94,690.86,11.01,-0.18%,0.14%,-0.05%,11.24%,1.2264%,1.2286%,81.6848%,84.4662%,85.29%,50.0331%,-0.1844%
12/5/2005 0:00,520.72,690.52,11.60,0.37%,-0.42%,-0.05%,11.01%,0.1358%,-0.0486%,53.2081%,47.3310%,36.74%,42.1562%,0.3746%
12/6/2005 0:00,521.63,690.98,11.52,-0.11%,0.17%,0.07%,11.60%,-0.4245%,-0.0499%,36.6079%,47.2863%,23.15%,65.4470%,-0.1067%
12/7/2005 0:00,519.57,686.74,12.18,-0.22%,-0.40%,-0.61%,11.52%,0.1744%,0.0676%,54.3650%,51.2528%,42.10%,45.4136%,-0.2185%
12/8/2005 0:00,518.84,686.85,12.21,0.16%,-0.14%,0.02%,12.18%,-0.3953%,-0.6138%,37.4406%,29.2817%,14.63%,40.7413%,0.1571%
12/9/2005 0:00,520.62,688.21,11.69,-0.15%,0.34%,0.20%,12.21%,-0.1411%,0.0160%,44.8921%,49.5107%,31.64%,56.5836%,-0.1463%
12/12/2005 0:00,521.51,688.19,11.47,-0.17%,0.17%,0.00%,11.69%,0.3446%,0.1983%,59.4094%,55.6450%,50.56%,43.7476%,-0.1747%
12/13/2005 0:00,523.22,693.28,11.11,0.41%,0.33%,0.74%,11.47%,0.1708%,-0.0039%,54.2568%,48.8377%,39.22%,42.5605%,0.4135%
12/14/2005 0:00,524.58,696.99,10.48,0.28%,0.26%,0.53%,11.11%,0.3271%,0.7406%,58.8968%,72.6046%,60.61%,66.9626%,0.2750%
12/15/2005 0:00,524.34,695.13,10.73,-0.22%,-0.04%,-0.27%,10.48%,0.2595%,0.5346%,56.9028%,66.5133%,55.81%,61.4614%,-0.2223%
12/16/2005 0:00,522.93,693.09,10.68,-0.02%,-0.27%,-0.29%,10.73%,-0.0444%,-0.2667%,47.7889%,40.0709%,26.06%,40.5827%,-0.0240%
12/19/2005 0:00,518.15,690.80,11.38,0.58%,-0.91%,-0.33%,10.68%,-0.2695%,-0.2935%,41.0884%,39.1985%,21.73%,48.9197%,0.5841%
12/20/2005 0:00,518.10,690.77,11.19,0.01%,-0.01%,0.00%,11.38%,-0.9145%,-0.3304%,23.8253%,38.0030%,12.30%,73.2541%,0.0060%
12/21/2005 0:00,519.88,692.24,10.81,-0.13%,0.34%,0.21%,11.19%,-0.0100%,-0.0041%,48.8229%,48.8333%,34.89%,50.1931%,-0.1314%
12/22/2005 0:00,522.31,695.01,10.29,-0.07%,0.47%,0.40%,10.81%,0.3443%,0.2129%,59.4012%,56.1343%,51.06%,44.3751%,-0.0679%
12/23/2005 0:00,522.83,695.19,10.27,-0.07%,0.10%,0.03%,10.29%,0.4676%,0.3997%,62.9636%,62.2636%,59.29%,47.0568%,-0.0749%
12/26/2005 0:00,522.83,695.19,10.27,0.00%,0.00%,0.00%,10.27%,0.0999%,0.0250%,52.1322%,49.8151%,38.76%,46.7598%,0.0000%
12/27/2005 0:00,517.77,688.84,11.57,0.06%,-0.97%,-0.91%,10.27%,0.0000%,0.0000%,49.1249%,48.9701%,35.29%,49.9389%,0.0563%
12/28/2005 0:00,518.81,689.53,11.35,-0.10%,0.20%,0.10%,11.57%,-0.9693%,-0.9130%,22.5624%,21.2325%,7.74%,52.3314%,-0.1007%
12/29/2005 0:00,516.80,688.39,11.61,0.22%,-0.39%,-0.17%,11.35%,0.2014%,0.1007%,55.1740%,52.3696%,43.94%,45.6691%,0.2207%
12/30/2005 0:00,513.71,685.95,12.07,0.24%,-0.60%,-0.35%,11.61%,-0.3867%,-0.1659%,37.6880%,43.3996%,22.07%,59.2342%,0.2431%
1/2/2006 0:00,513.71,685.95,12.07,0.00%,0.00%,0.00%,12.07%,-0.5975%,-0.3545%,31.8181%,37.2307%,15.89%,60.1545%,0.0000%
1/3/2006 0:00,521.13,697.68,11.14,0.27%,1.44%,1.71%,12.07%,0.0000%,0.0000%,49.1249%,48.9701%,35.29%,49.9389%,0.2663%
1/4/2006 0:00,523.78,699.73,11.37,-0.22%,0.51%,0.29%,11.14%,1.4436%,1.7099%,85.7086%,92.2351%,89.97%,61.1059%,-0.2150%
1/5/2006 0:00,523.90,700.04,11.31,0.02%,0.02%,0.04%,11.37%,0.5093%,0.2943%,64.1448%,58.8302%,57.02%,40.8839%,0.0217%
1/6/2006 0:00,529.14,706.15,11.00,-0.13%,1.00%,0.87%,11.31%,0.0227%,0.0444%,49.8087%,50.4703%,37.32%,50.8620%,-0.1268%
1/9/2006 0:00,531.64,708.43,11.13,-0.15%,0.47%,0.32%,11.00%,0.9996%,0.8728%,76.8010%,76.1995%,78.21%,44.5679%,-0.1501%
1/10/2006 0:00,531.60,708.62,10.86,0.03%,-0.01%,0.03%,11.13%,0.4721%,0.3220%,63.0912%,59.7420%,57.20%,43.5908%,0.0345%
1/11/2006 0:00,533.18,710.96,10.94,0.03%,0.30%,0.33%,10.86%,-0.0070%,0.0275%,48.9155%,49.8992%,35.94%,51.4039%,0.0337%
1/12/2006 0:00,529.63,706.74,11.20,0.07%,-0.66%,-0.59%,10.94%,0.2967%,0.3304%,58.0001%,60.0146%,53.23%,51.3709%,0.0710%
1/13/2006 0:00,529.36,709.03,11.23,0.38%,-0.05%,0.32%,11.20%,-0.6647%,-0.5937%,30.0322%,29.8680%,12.39%,52.9525%,0.3751%
1/16/2006 0:00,529.36,709.03,11.23,0.00%,0.00%,0.00%,11.23%,-0.0515%,0.3236%,47.5747%,59.7934%,40.22%,65.4690%,0.0000%
1/17/2006 0:00,526.93,707.33,11.91,0.22%,-0.46%,-0.24%,11.23%,0.0000%,0.0000%,49.1249%,48.9701%,35.29%,49.9389%,0.2194%
1/18/2006 0:00,524.54,704.97,12.25,0.12%,-0.45%,-0.33%,11.91%,-0.4585%,-0.2391%,35.6483%,40.9781%,19.58%,59.1792%,0.1203%
1/19/2006 0:00,527.44,709.04,11.98,0.03%,0.55%,0.58%,12.25%,-0.4549%,-0.3346%,35.7491%,37.8667%,18.18%,55.0351%,0.0253%
1/20/2006 0:00,516.09,697.65,14.56,0.55%,-2.15%,-1.61%,11.98%,0.5525%,0.5778%,65.3555%,67.8343%,65.28%,51.0126%,0.5456%
1/23/2006 0:00,516.11,700.20,13.93,0.36%,0.00%,0.37%,14.56%,-2.1517%,-1.6061%,4.9933%,8.3043%,2.04%,71.8898%,0.3610%
1/24/2006 0:00,518.25,702.04,13.31,-0.15%,0.41%,0.26%,13.93%,0.0041%,0.3651%,49.2473%,61.1453%,43.14%,64.9127%,-0.1519%
1/25/2006 0:00,516.74,701.16,12.87,0.17%,-0.29%,-0.13%,13.31%,0.4148%,0.2629%,61.4502%,57.7955%,54.18%,43.5132%,0.1660%
1/26/2006 0:00,519.96,706.79,12.42,0.18%,0.62%,0.80%,12.87%,-0.2918%,-0.1258%,40.4361%,44.7394%,24.74%,56.9554%,0.1800%
1/27/2006 0:00,523.61,712.09,11.97,0.05%,0.70%,0.75%,12.42%,0.6239%,0.8040%,67.3223%,74.3598%,70.60%,57.5432%,0.0470%
1/30/2006 0:00,523.86,713.38,12.39,0.13%,0.05%,0.18%,11.97%,0.7022%,0.7492%,69.4230%,72.8441%,71.57%,51.9347%,0.1334%
1/31/2006 0:00,522.45,711.58,12.95,0.02%,-0.27%,-0.25%,12.39%,0.0479%,0.1813%,50.5678%,55.0764%,41.80%,55.5869%,0.0190%
2/1/2006 0:00,523.93,711.76,12.36,-0.26%,0.28%,0.02%,12.95%,-0.2705%,-0.2515%,41.0588%,40.5701%,22.57%,50.7466%,-0.2596%
2/2/2006 0:00,519.38,705.48,13.23,-0.01%,-0.87%,-0.88%,12.36%,0.2844%,0.0249%,57.6394%,49.8097%,42.47%,39.0517%,-0.0138%
2/3/2006 0:00,516.34,701.98,12.96,0.09%,-0.59%,-0.50%,13.23%,-0.8688%,-0.8826%,24.9047%,21.9862%,8.46%,49.3533%,0.0894%
2/6/2006 0:00,515.46,704.45,13.04,0.52%,-0.17%,0.35%,12.96%,-0.5857%,-0.4963%,32.1370%,32.7891%,14.29%,53.7337%,0.5219%
2/7/2006 0:00,511.60,698.16,13.59,-0.14%,-0.75%,-0.89%,13.04%,-0.1695%,0.3524%,44.0460%,60.7344%,35.55%,71.0317%,-0.1435%
2/8/2006 0:00,516.10,702.94,12.83,-0.20%,0.88%,0.68%,13.59%,-0.7498%,-0.8933%,27.8367%,21.7187%,9.03%,43.8658%,-0.1955%
2/9/2006 0:00,515.28,702.02,13.12,0.03%,-0.16%,-0.13%,12.83%,0.8796%,0.6841%,73.9483%,70.9882%,73.23%,41.6926%,0.0266%
2/10/2006 0:00,516.76,702.94,12.87,-0.15%,0.29%,0.13%,13.12%,-0.1575%,-0.1309%,44.4014%,44.5686%,27.55%,51.0710%,-0.1549%
2/13/2006 0:00,514.21,700.92,13.35,0.21%,-0.49%,-0.29%,12.87%,0.2866%,0.1318%,57.7046%,53.4138%,46.95%,43.3890%,0.2058%
2/14/2006 0:00,519.67,707.44,12.25,-0.13%,1.06%,0.93%,13.35%,-0.4933%,-0.2875%,34.6744%,39.3926%,18.30%,58.6133%,-0.1306%
2/15/2006 0:00,522.12,709.50,12.31,-0.18%,0.47%,0.29%,12.25%,1.0608%,0.9302%,78.1866%,77.6763%,79.84%,44.4066%,-0.1816%
2/16/2006 0:00,525.47,715.74,11.48,0.24%,0.64%,0.88%,12.31%,0.4722%,0.2906%,63.0952%,58.7105%,56.22%,42.2719%,0.2391%
2/17/2006 0:00,523.72,716.19,12.01,0.39%,-0.33%,0.06%,11.48%,0.6412%,0.8803%,67.7922%,76.3964%,71.94%,59.9918%,0.3948%
2/20/2006 0:00,523.72,716.19,12.01,0.00%,0.00%,0.00%,12.01%,-0.3327%,0.0622%,39.2450%,51.0687%,27.06%,66.2384%,0.0000%
2/21/2006 0:00,521.09,715.01,12.41,0.34%,-0.50%,-0.16%,12.01%,0.0000%,0.0000%,49.1249%,48.9701%,35.29%,49.9389%,0.3392%
2/22/2006 0:00,524.81,720.79,11.88,0.09%,0.71%,0.81%,12.41%,-0.5031%,-0.1639%,34.4001%,43.4658%,19.89%,64.0479%,0.0937%
2/23/2006 0:00,523.18,718.19,11.87,-0.05%,-0.31%,-0.36%,11.88%,0.7147%,0.8084%,69.7527%,74.4800%,72.71%,53.9145%,-0.0497%
2/24/2006 0:00,523.56,719.76,11.46,0.15%,0.07%,0.22%,11.87%,-0.3115%,-0.3613%,39.8586%,37.0126%,19.78%,47.8271%,0.1457%
2/27/2006 0:00,526.78,720.88,11.59,-0.46%,0.61%,0.16%,11.46%,0.0732%,0.2189%,51.3282%,56.3322%,43.53%,56.1046%,-0.4591%
2/28/2006 0:00,520.82,713.90,12.34,0.16%,-1.13%,-0.97%,11.59%,0.6144%,0.1553%,67.0643%,54.2057%,52.88%,31.1885%,0.1637%
3/1/2006 0:00,525.93,718.91,11.54,-0.28%,0.98%,0.70%,12.34%,-1.1312%,-0.9676%,19.0654%,19.9178%,6.69%,56.8582%,-0.2792%
3/2/2006 0:00,524.83,718.11,11.72,0.10%,-0.21%,-0.11%,11.54%,0.9810%,0.7018%,76.3694%,71.4986%,74.79%,38.2517%,0.0980%
3/3/2006 0:00,523.99,716.89,11.96,-0.01%,-0.16%,-0.17%,11.72%,-0.2092%,-0.1111%,42.8673%,45.2296%,26.87%,54.0962%,-0.0116%
3/6/2006 0:00,520.69,711.69,12.74,-0.09%,-0.63%,-0.73%,11.96%,-0.1585%,-0.1702%,44.3716%,43.2579%,26.53%,49.4444%,-0.0945%
3/7/2006 0:00,518.84,710.25,12.66,0.15%,-0.35%,-0.20%,12.74%,-0.6311%,-0.7256%,30.9193%,26.1140%,11.31%,45.9300%,0.1519%
3/8/2006 0:00,520.19,710.66,12.32,-0.20%,0.26%,0.06%,12.66%,-0.3545%,-0.2026%,38.6120%,42.1808%,22.02%,56.3664%,-0.2031%
3/9/2006 0:00,517.25,707.88,12.68,0.18%,-0.57%,-0.39%,12.32%,0.2606%,0.0574%,56.9335%,50.9091%,43.48%,41.3761%,0.1751%
3/10/2006 0:00,520.69,712.98,11.85,0.06%,0.66%,0.72%,12.68%,-0.5661%,-0.3910%,32.6676%,36.0652%,15.85%,57.3365%,0.0563%
3/13/2006 0:00,521.36,714.92,11.37,0.14%,0.13%,0.27%,11.85%,0.6649%,0.7212%,68.4290%,72.0532%,70.35%,52.3299%,0.1415%
3/14/2006 0:00,526.63,722.38,10.74,0.03%,1.01%,1.04%,11.37%,0.1296%,0.2711%,53.0242%,58.0664%,46.65%,55.9282%,0.0345%
3/15/2006 0:00,528.97,725.89,11.35,0.04%,0.44%,0.49%,10.74%,1.0099%,1.0443%,77.0362%,80.4517%,80.70%,51.4029%,0.0413%
3/16/2006 0:00,528.49,728.63,11.98,0.47%,-0.09%,0.38%,11.35%,0.4443%,0.4856%,62.2986%,64.9919%,60.72%,51.6923%,0.4688%
3/17/2006 0:00,530.25,728.97,12.12,-0.29%,0.33%,0.05%,11.98%,-0.0907%,0.3780%,46.3982%,61.5642%,39.07%,69.0660%,-0.2877%
3/20/2006 0:00,530.47,726.69,11.79,-0.36%,0.04%,-0.31%,12.12%,0.3340%,0.0463%,59.0977%,50.5313%,44.22%,37.9053%,-0.3553%
3/21/2006 0:00,527.05,722.23,11.62,0.03%,-0.65%,-0.61%,11.79%,0.0419%,-0.3135%,50.3851%,38.5503%,25.93%,35.1985%,0.0331%
3/22/2006 0:00,529.73,727.18,11.21,0.18%,0.51%,0.69%,11.62%,-0.6458%,-0.6128%,30.5289%,29.3102%,12.36%,51.3432%,0.1758%
3/23/2006 0:00,528.41,725.81,11.17,0.06%,-0.25%,-0.19%,11.21%,0.5094%,0.6852%,64.1494%,71.0216%,65.97%,57.3659%,0.0609%
3/24/2006 0:00,529.08,727.01,11.19,0.04%,0.13%,0.17%,11.17%,-0.2497%,-0.1888%,41.6684%,42.6384%,24.27%,52.5264%,0.0390%
3/27/2006 0:00,528.19,726.77,11.46,0.14%,-0.17%,-0.03%,11.19%,0.1260%,0.1651%,52.9162%,54.5321%,43.97%,51.5963%,0.1355%
3/28/2006 0:00,525.19,722.06,11.58,-0.08%,-0.57%,-0.65%,11.46%,-0.1682%,-0.0327%,44.0830%,47.8659%,29.73%,55.6761%,-0.0816%
3/29/2006 0:00,529.92,727.13,10.95,-0.20%,0.90%,0.70%,11.58%,-0.5665%,-0.6481%,32.6586%,28.2913%,12.67%,46.4761%,-0.1976%
3/30/2006 0:00,529.84,724.45,11.57,-0.35%,-0.02%,-0.37%,10.95%,0.9004%,0.7029%,74.4561%,71.5295%,73.88%,41.6068%,-0.3534%
3/31/2006 0:00,528.04,722.25,11.39,0.03%,-0.34%,-0.30%,11.57%,-0.0160%,-0.3694%,48.6422%,36.7533%,23.63%,35.2763%,0.0346%
4/3/2006 0:00,528.26,724.47,11.57,0.27%,0.04%,0.31%,11.39%,-0.3386%,-0.3040%,39.0729%,38.8580%,20.44%,51.4104%,0.2666%
4/4/2006 0:00,530.46,729.61,11.14,0.29%,0.42%,0.71%,11.57%,0.0413%,0.3079%,50.3675%,59.2797%,43.94%,61.1203%,0.2928%
4/5/2006 0:00,532.15,733.67,11.13,0.24%,0.32%,0.56%,11.14%,0.4163%,0.7091%,61.4916%,71.7078%,63.43%,62.1838%,0.2375%
4/6/2006 0:00,532.15,730.94,11.45,-0.37%,0.00%,-0.37%,11.13%,0.3193%,0.5569%,58.6683%,67.1984%,58.22%,59.9266%,-0.3704%
4/7/2006 0:00,527.24,723.14,12.26,-0.14%,-0.92%,-1.07%,11.45%,-0.0017%,-0.3721%,49.0740%,36.6670%,23.72%,34.6039%,-0.1444%
4/10/2006 0:00,526.88,724.26,12.19,0.22%,-0.07%,0.15%,12.26%,-0.9223%,-1.0667%,23.6424%,17.6587%,7.00%,43.8281%,0.2217%
4/11/2006 0:00,522.95,718.84,13.00,0.00%,-0.75%,-0.75%,12.19%,-0.0670%,0.1547%,47.1119%,54.1860%,37.06%,59.2734%,-0.0024%
4/12/2006 0:00,523.89,719.32,12.76,-0.11%,0.18%,0.07%,13.00%,-0.7465%,-0.7489%,27.9216%,25.4779%,10.26%,49.8353%,-0.1118%
4/13/2006 0:00,524.44,719.73,12.38,-0.05%,0.11%,0.06%,12.76%,0.1790%,0.0672%,54.5029%,51.2380%,42.19%,45.2006%,-0.0494%
4/14/2006 0:00,524.44,719.73,12.38,0.00%,0.00%,0.00%,12.38%,0.1059%,0.0566%,52.3125%,50.8800%,40.02%,47.8428%,0.0000%
4/17/2006 0:00,521.30,719.89,12.58,0.62%,-0.60%,0.02%,12.38%,0.0000%,0.0000%,49.1249%,48.9701%,35.29%,49.9389%,0.6205%
4/18/2006 0:00,529.41,733.50,11.40,0.34%,1.56%,1.89%,12.58%,-0.5985%,0.0220%,31.7907%,49.7110%,20.12%,74.5155%,0.3356%
4/19/2006 0:00,530.97,734.68,11.32,-0.13%,0.29%,0.16%,11.40%,1.5555%,1.8911%,87.5291%,94.2305%,91.43%,63.9045%,-0.1336%
4/20/2006 0:00,531.96,734.80,11.64,-0.17%,0.19%,0.02%,11.32%,0.2941%,0.1605%,57.9249%,54.3780%,48.16%,44.2805%,-0.1698%
4/21/2006 0:00,530.37,736.19,11.59,0.49%,-0.30%,0.19%,11.64%,0.1866%,0.0169%,54.7319%,49.5397%,40.38%,42.7660%,0.4886%
4/24/2006 0:00,529.14,734.26,11.75,-0.03%,-0.23%,-0.26%,11.59%,-0.2995%,0.1892%,40.2110%,55.3398%,29.52%,69.8076%,-0.0308%
4/25/2006 0:00,527.14,730.05,11.75,-0.20%,-0.38%,-0.57%,11.75%,-0.2313%,-0.2622%,42.2110%,40.2201%,23.02%,48.6300%,-0.1954%
4/26/2006 0:00,528.34,731.44,11.76,-0.04%,0.23%,0.19%,11.75%,-0.3776%,-0.5730%,37.9480%,30.4800%,15.40%,41.6989%,-0.0373%
4/27/2006 0:00,529.54,734.87,11.84,0.24%,0.23%,0.47%,11.76%,0.2269%,0.1896%,55.9324%,55.3534%,47.53%,48.3541%,0.2431%
4/28/2006 0:00,527.04,739.23,11.59,1.06%,-0.47%,0.59%,11.84%,0.2267%,0.4699%,55.9284%,64.4979%,53.68%,60.1577%,1.0629%
5/1/2006 0:00,524.93,735.93,12.54,-0.04%,-0.40%,-0.45%,11.59%,-0.4708%,0.5921%,35.3025%,68.2672%,25.75%,87.0860%,-0.0443%
5/2/2006 0:00,526.49,741.39,11.99,0.44%,0.30%,0.74%,12.54%,-0.4019%,-0.4461%,37.2530%,34.3350%,17.13%,48.0583%,0.4449%
5/3/2006 0:00,524.53,738.68,11.99,0.01%,-0.37%,-0.37%,11.99%,0.2972%,0.7421%,58.0159%,72.6445%,59.48%,68.1635%,0.0063%
5/4/2006 0:00,527.17,740.27,11.86,-0.29%,0.50%,0.22%,11.99%,-0.3723%,-0.3659%,38.1007%,36.8636%,18.85%,50.2085%,-0.2896%
5/5/2006 0:00,532.53,748.49,11.62,0.10%,1.02%,1.11%,11.86%,0.5048%,0.2153%,64.0196%,56.2110%,54.09%,37.8297%,0.0956%
5/8/2006 0:00,532.87,747.35,12.00,-0.22%,0.06%,-0.15%,11.62%,1.0156%,1.1112%,77.1676%,81.9767%,81.50%,53.9949%,-0.2164%
5/9/2006 0:00,532.11,748.45,11.99,0.29%,-0.14%,0.15%,12.00%,0.0644%,-0.1520%,51.0635%,43.8619%,31.52%,40.8246%,0.2884%
5/10/2006 0:00,530.30,748.26,11.78,0.31%,-0.34%,-0.03%,11.99%,-0.1422%,0.1461%,44.8572%,53.8963%,34.21%,62.0041%,0.3146%
5/11/2006 0:00,523.32,739.40,12.49,0.13%,-1.32%,-1.18%,11.78%,-0.3400%,-0.0254%,39.0332%,48.1137%,25.51%,63.0625%,0.1327%
5/12/2006 0:00,518.00,729.98,14.19,-0.26%,-1.02%,-1.27%,12.49%,-1.3166%,-1.1840%,15.4965%,15.2055%,5.04%,55.5570%,-0.2572%
5/15/2006 0:00,519.40,730.78,13.57,-0.16%,0.27%,0.11%,14.19%,-1.0170%,-1.2741%,21.4975%,13.4801%,5.51%,39.1489%,-0.1607%
5/16/2006 0:00,518.04,730.53,13.35,0.23%,-0.26%,-0.03%,13.57%,0.2708%,0.1101%,57.2377%,52.6860%,45.80%,43.1446%,0.2281%
5/17/2006 0:00,510.39,716.55,16.26,-0.44%,-1.48%,-1.91%,13.35%,-0.2616%,-0.0335%,41.3185%,47.8393%,27.30%,59.5388%,-0.4367%
5/18/2006 0:00,507.00,711.78,16.99,0.00%,-0.66%,-0.67%,16.26%,-1.4773%,-1.9139%,12.7851%,4.9948%,2.47%,32.0398%,-0.0004%
5/19/2006 0:00,508.43,715.16,17.18,0.19%,0.28%,0.47%,16.99%,-0.6650%,-0.6654%,30.0246%,27.7972%,11.65%,49.9207%,0.1905%
5/22/2006 0:00,505.37,713.05,17.72,0.31%,-0.60%,-0.30%,17.18%,0.2836%,0.4742%,57.6158%,64.6321%,55.73%,57.9803%,0.3079%
5/23/2006 0:00,502.93,710.17,18.26,0.08%,-0.48%,-0.40%,17.72%,-0.6032%,-0.2953%,31.6648%,39.1384%,16.53%,62.7940%,0.0793%
5/24/2006 0:00,504.63,709.18,17.36,-0.48%,0.34%,-0.14%,18.26%,-0.4826%,-0.4033%,34.9714%,35.6766%,16.77%,53.3036%,-0.4768%
5/25/2006 0:00,510.02,717.80,15.50,0.15%,1.07%,1.22%,17.36%,0.3374%,-0.1394%,59.1988%,44.2837%,35.47%,30.5245%,0.1474%
5/26/2006 0:00,512.50,723.03,14.26,0.24%,0.49%,0.73%,15.50%,1.0685%,1.2159%,78.3568%,84.2084%,83.20%,56.1766%,0.2408%
5/29/2006 0:00,512.50,723.03,14.26,0.00%,0.00%,0.00%,14.26%,0.4874%,0.7282%,63.5273%,72.2527%,65.91%,60.0595%,0.0000%
5/30/2006 0:00,504.50,711.86,18.66,0.02%,-1.56%,-1.55%,14.26%,0.0000%,0.0000%,49.1249%,48.9701%,35.29%,49.9389%,0.0166%
5/31/2006 0:00,508.45,718.49,16.44,0.15%,0.78%,0.93%,18.66%,-1.5617%,-1.5452%,11.5004%,9.1216%,3.20%,50.6435%,0.1476%
6/1/2006 0:00,515.24,727.12,14.52,-0.13%,1.33%,1.20%,16.44%,0.7839%,0.9315%,71.5519%,77.7090%,75.68%,56.1836%,-0.1329%
6/2/2006 0:00,515.25,730.19,14.32,0.42%,0.00%,0.42%,14.52%,1.3337%,1.2007%,83.7529%,83.8962%,86.12%,44.3099%,0.4192%
6/5/2006 0:00,505.55,717.96,16.65,0.21%,-1.88%,-1.67%,14.32%,0.0033%,0.4225%,49.2242%,62.9936%,43.74%,67.1813%,0.2097%
6/6/2006 0:00,504.46,716.42,17.34,0.00%,-0.22%,-0.22%,16.65%,-1.8839%,-1.6742%,7.4449%,7.4578%,2.35%,58.7772%,0.0000%
6/7/2006 0:00,501.58,712.52,17.80,0.03%,-0.57%,-0.54%,17.34%,-0.2156%,-0.2156%,42.6762%,41.7511%,24.33%,49.9389%,0.0255%
6/8/2006 0:00,501.76,713.33,18.35,0.08%,0.04%,0.11%,17.80%,-0.5699%,-0.5444%,32.5647%,31.3320%,13.87%,51.0242%,0.0788%
6/9/2006 0:00,499.77,710.71,18.12,0.03%,-0.40%,-0.37%,18.35%,0.0359%,0.1147%,50.2051%,52.8384%,39.74%,53.2824%,0.0289%
6/12/2006 0:00,492.23,702.51,20.96,0.35%,-1.51%,-1.15%,18.12%,-0.3970%,-0.3681%,37.3919%,36.7936%,18.47%,51.1654%,0.3538%
6/13/2006 0:00,489.04,691.97,23.81,-0.85%,-0.65%,-1.50%,20.96%,-1.5077%,-1.1539%,12.3115%,15.8112%,4.55%,64.6266%,-0.8515%
6/14/2006 0:00,492.62,693.41,21.46,-0.52%,0.73%,0.21%,23.81%,-0.6487%,-1.5002%,30.4539%,9.7615%,5.17%,18.1822%,-0.5225%
6/15/2006 0:00,503.02,709.06,15.90,0.15%,2.11%,2.26%,21.46%,0.7314%,0.2090%,70.1929%,56.0015%,56.43%,28.8429%,0.1460%
6/16/2006 0:00,501.29,706.60,17.25,0.00%,-0.34%,-0.35%,15.90%,2.1110%,2.2570%,94.1894%,97.0216%,95.09%,56.1173%,-0.0032%
6/19/2006 0:00,496.99,699.32,17.83,-0.17%,-0.86%,-1.03%,17.25%,-0.3441%,-0.3474%,38.9128%,37.4579%,19.57%,49.8014%,-0.1734%
6/20/2006 0:00,496.55,699.62,16.69,0.13%,-0.09%,0.04%,17.83%,-0.8576%,-1.0310%,25.1739%,18.4532%,7.49%,42.6141%,0.1304%
6/21/2006 0:00,502.45,705.90,15.52,-0.29%,1.19%,0.90%,16.69%,-0.0869%,0.0435%,46.5127%,50.4374%,33.94%,55.4621%,-0.2888%
6/22/2006 0:00,498.60,703.58,15.88,0.44%,-0.77%,-0.33%,15.52%,1.1870%,0.8982%,80.8855%,76.8594%,80.63%,37.8625%,0.4361%
6/23/2006 0:00,498.65,703.39,15.89,-0.04%,0.01%,-0.03%,15.88%,-0.7651%,-0.3289%,27.4520%,38.0502%,14.01%,67.8299%,-0.0360%
6/26/2006 0:00,499.90,708.24,15.62,0.44%,0.25%,0.69%,15.89%,0.0094%,-0.0266%,49.4086%,48.0735%,34.69%,48.4095%,0.4384%
6/27/2006 0:00,494.27,703.52,16.40,0.46%,-1.13%,-0.67%,15.62%,0.2511%,0.6895%,56.6516%,71.1453%,57.20%,67.9186%,0.4610%
6/28/2006 0:00,495.84,708.31,15.79,0.36%,0.32%,0.68%,16.40%,-1.1274%,-0.6664%,19.1436%,27.7680%,8.35%,68.7733%,0.3619%
6/29/2006 0:00,507.29,722.66,13.03,-0.28%,2.31%,2.03%,15.79%,0.3176%,0.6796%,58.6182%,70.8576%,59.67%,64.9491%,-0.2818%
