date,rlg_price,rlv_price,vix_price,spread,rlg_return,rlv_return,vix_index,r_growth_(t-1),r_value_(t-1),p_growth_(t-1),p_value_(t-1),p_joint_(t-1),p_spread_(t-1),spread
datetime,float,float,float,float,float,float,float,float,float,float,float,float,float,float
T,,,,,,,,,,,,,,
4/14/1993 0:00,206.01,233.87,11.76,0.20%,-0.16%,0.04%,11.70%,0.0970%,0.5506%,52.0444%,67.0052%,49.30%,68.4922%,0.2027%
4/15/1993 0:00,205.75,233.65,10.96,0.03%,-0.13%,-0.09%,11.76%,-0.1599%,0.0428%,44.3299%,50.4140%,31.68%,58.4867%,0.0321%
4/16/1993 0:00,204.85,234.91,11.29,0.98%,-0.44%,0.54%,10.96%,-0.1262%,-0.0941%,45.3364%,45.8022%,29.24%,51.3042%,0.9767%
4/19/1993 0:00,204.81,233.34,12.06,-0.65%,-0.02%,-0.67%,11.29%,-0.4374%,0.5393%,36.2423%,66.6584%,26.71%,85.0525%,-0.6488%
4/20/1993 0:00,204.25,231.52,11.94,-0.51%,-0.27%,-0.78%,12.06%,-0.0195%,-0.6683%,48.5374%,27.7141%,16.61%,24.4297%,-0.5066%
4/21/1993 0:00,204.31,230.18,12.11,-0.61%,0.03%,-0.58%,11.94%,-0.2734%,-0.7800%,40.9727%,24.6413%,13.18%,29.4242%,-0.6082%
4/22/1993 0:00,202.18,228.41,12.68,0.27%,-1.04%,-0.77%,12.11%,0.0294%,-0.5788%,50.0091%,30.3076%,18.79%,25.8089%,0.2736%
4/23/1993 0:00,200.99,226.93,13.36,-0.06%,-0.59%,-0.65%,12.68%,-1.0425%,-0.7690%,20.9382%,24.9361%,8.25%,61.4028%,-0.0594%
4/26/1993 0:00,199.81,223.94,15.25,-0.73%,-0.59%,-1.32%,13.36%,-0.5886%,-0.6480%,32.0591%,28.2947%,12.48%,47.4180%,-0.7305%
4/27/1993 0:00,202.65,225.42,13.93,-0.76%,1.42%,0.66%,15.25%,-0.5871%,-1.3176%,32.0993%,12.6990%,6.48%,21.7831%,-0.7605%
4/28/1993 0:00,202.49,225.95,13.12,0.31%,-0.08%,0.24%,13.93%,1.4214%,0.6609%,85.3262%,70.3127%,76.86%,20.8552%,0.3141%
4/29/1993 0:00,202.64,226.54,12.80,0.19%,0.07%,0.26%,13.12%,-0.0790%,0.2351%,46.7518%,56.8726%,37.94%,63.0421%,0.1870%
4/30/1993 0:00,203.49,227.23,12.42,-0.11%,0.42%,0.30%,12.80%,0.0741%,0.2611%,51.3544%,57.7357%,44.42%,57.8351%,-0.1149%
5/3/1993 0:00,205.16,228.05,12.90,-0.46%,0.82%,0.36%,12.42%,0.4195%,0.3046%,61.5836%,59.1697%,55.58%,45.0703%,-0.4598%
5/4/1993 0:00,205.75,229.30,12.14,0.26%,0.29%,0.55%,12.90%,0.8207%,0.3609%,72.4845%,61.0085%,63.40%,31.1624%,0.2605%
5/5/1993 0:00,206.88,228.94,12.38,-0.71%,0.55%,-0.16%,12.14%,0.2876%,0.5481%,57.7324%,66.9305%,56.99%,60.8711%,-0.7062%
5/6/1993 0:00,206.32,227.98,13.22,-0.15%,-0.27%,-0.42%,12.38%,0.5492%,-0.1570%,65.2642%,43.6965%,35.96%,22.5522%,-0.1486%
5/7/1993 0:00,206.19,227.24,13.01,-0.26%,-0.06%,-0.32%,13.22%,-0.2707%,-0.4193%,41.0530%,35.1734%,19.22%,43.6505%,-0.2616%
5/10/1993 0:00,206.42,227.83,13.72,0.15%,0.11%,0.26%,13.01%,-0.0630%,-0.3246%,47.2304%,38.1905%,24.20%,38.9690%,0.1481%
5/11/1993 0:00,206.85,228.94,13.35,0.28%,0.21%,0.49%,13.72%,0.1115%,0.2596%,52.4810%,57.6866%,45.77%,56.2059%,0.2789%
5/12/1993 0:00,206.45,229.38,13.56,0.39%,-0.19%,0.19%,13.35%,0.2083%,0.4872%,55.3790%,65.0417%,53.25%,61.6194%,0.3856%
5/13/1993 0:00,203.69,226.56,14.76,0.11%,-1.34%,-1.23%,13.56%,-0.1934%,0.1922%,43.3351%,55.4409%,33.07%,65.8772%,0.1075%
5/14/1993 0:00,204.90,225.13,14.39,-1.23%,0.59%,-0.63%,14.76%,-1.3369%,-1.2294%,15.1348%,14.3186%,4.80%,54.4962%,-1.2252%
5/17/1993 0:00,205.87,224.79,14.13,-0.62%,0.47%,-0.15%,14.39%,0.5940%,-0.6312%,66.5051%,28.7770%,19.01%,9.5701%,-0.6244%
5/18/1993 0:00,206.06,224.68,14.19,-0.14%,0.09%,-0.05%,14.13%,0.4734%,-0.1510%,63.1286%,43.8958%,35.88%,25.2523%,-0.1412%
5/19/1993 0:00,209.80,227.79,14.29,-0.43%,1.82%,1.38%,14.19%,0.0923%,-0.0489%,51.9022%,47.3201%,35.85%,43.9616%,-0.4308%
5/20/1993 0:00,211.66,228.97,13.98,-0.37%,0.89%,0.52%,14.29%,1.8150%,1.3842%,91.1099%,87.3990%,90.63%,32.2626%,-0.3685%
5/21/1993 0:00,209.48,227.06,14.51,0.20%,-1.03%,-0.83%,13.98%,0.8866%,0.5180%,74.1186%,66.0021%,69.18%,34.6775%,0.1958%
5/24/1993 0:00,210.18,228.03,14.10,0.09%,0.33%,0.43%,14.51%,-1.0300%,-0.8342%,21.2123%,23.2182%,7.92%,58.1990%,0.0930%
5/25/1993 0:00,210.50,228.64,14.04,0.12%,0.15%,0.27%,14.10%,0.3342%,0.4272%,59.1032%,63.1440%,56.45%,53.8859%,0.1153%
5/26/1993 0:00,211.99,231.83,12.88,0.69%,0.71%,1.40%,14.04%,0.1523%,0.2675%,53.7025%,57.9472%,47.35%,54.8243%,0.6874%
5/27/1993 0:00,210.74,232.11,13.10,0.71%,-0.59%,0.12%,12.88%,0.7078%,1.3952%,69.5728%,87.5910%,77.00%,76.7472%,0.7104%
5/28/1993 0:00,210.00,230.97,13.47,-0.14%,-0.35%,-0.49%,13.10%,-0.5897%,0.1208%,32.0303%,53.0442%,21.06%,77.4907%,-0.1400%
5/31/1993 0:00,210.00,230.97,13.47,0.00%,0.00%,0.00%,13.47%,-0.3511%,-0.4911%,38.7099%,32.9455%,16.98%,44.0129%,0.0000%
6/1/1993 0:00,211.26,233.05,13.67,0.30%,0.60%,0.90%,13.47%,0.0000%,0.0000%,49.1249%,48.9701%,35.29%,49.9389%,0.3005%
6/2/1993 0:00,211.02,233.30,13.48,0.22%,-0.11%,0.11%,13.67%,0.6000%,0.9005%,66.6688%,76.9199%,71.08%,62.4973%,0.2209%
6/3/1993 0:00,210.11,233.08,13.54,0.34%,-0.43%,-0.09%,13.48%,-0.1136%,0.1073%,45.7134%,52.5894%,34.49%,59.2396%,0.3369%
6/4/1993 0:00,208.56,231.98,12.86,0.27%,-0.74%,-0.47%,13.54%,-0.4312%,-0.0943%,36.4174%,45.7945%,22.33%,63.9575%,0.2658%
6/7/1993 0:00,207.06,230.59,14.07,0.12%,-0.72%,-0.60%,12.86%,-0.7377%,-0.4719%,28.1441%,33.5357%,12.93%,61.0845%,0.1200%
6/8/1993 0:00,205.63,228.95,14.74,-0.02%,-0.69%,-0.71%,14.07%,-0.7192%,-0.5992%,28.6168%,29.7071%,11.85%,55.0254%,-0.0206%
6/9/1993 0:00,205.94,229.82,13.96,0.23%,0.15%,0.38%,14.74%,-0.6906%,-0.7112%,29.3552%,26.5120%,11.00%,49.0638%,0.2292%
6/10/1993 0:00,206.07,229.20,13.31,-0.33%,0.06%,-0.27%,13.96%,0.1508%,0.3800%,53.6577%,61.6280%,49.44%,59.5849%,-0.3329%
6/11/1993 0:00,207.28,229.93,12.71,-0.27%,0.59%,0.32%,13.31%,0.0631%,-0.2698%,51.0249%,39.9710%,27.54%,36.0888%,-0.2687%
6/14/1993 0:00,207.74,230.02,12.33,-0.18%,0.22%,0.04%,12.71%,0.5872%,0.3185%,66.3163%,59.6264%,59.12%,38.6793%,-0.1828%
6/15/1993 0:00,206.98,229.80,11.99,0.27%,-0.37%,-0.10%,12.33%,0.2219%,0.0391%,55.7846%,50.2913%,41.98%,42.2227%,0.2702%
6/16/1993 0:00,207.70,230.23,11.87,-0.16%,0.35%,0.19%,11.99%,-0.3658%,-0.0956%,38.2859%,45.7493%,23.71%,61.2653%,-0.1607%
6/17/1993 0:00,208.04,230.89,11.66,0.12%,0.16%,0.29%,11.87%,0.3479%,0.1871%,59.5043%,55.2713%,50.24%,43.1433%,0.1230%
6/18/1993 0:00,205.14,229.45,12.24,0.77%,-1.39%,-0.62%,11.66%,0.1637%,0.2867%,54.0454%,58.5801%,48.15%,55.1495%,0.7703%
6/21/1993 0:00,205.54,231.42,12.25,0.66%,0.19%,0.86%,12.24%,-1.3940%,-0.6237%,14.1471%,28.9940%,7.01%,79.3567%,0.6636%
6/22/1993 0:00,205.01,231.77,11.65,0.41%,-0.26%,0.15%,12.25%,0.1950%,0.8586%,54.9813%,75.8252%,55.88%,75.9662%,0.4091%
6/23/1993 0:00,204.26,230.32,12.04,-0.26%,-0.37%,-0.63%,11.65%,-0.2579%,0.1512%,41.4299%,54.0684%,30.42%,66.7919%,-0.2598%
6/24/1993 0:00,205.93,231.83,12.25,-0.16%,0.82%,0.66%,12.04%,-0.3658%,-0.6256%,38.2861%,28.9376%,14.71%,39.0424%,-0.1620%
6/25/1993 0:00,206.70,232.31,11.25,-0.17%,0.37%,0.21%,12.25%,0.8176%,0.6556%,72.4066%,70.1578%,71.79%,43.0916%,-0.1669%
6/28/1993 0:00,208.25,235.61,11.11,0.67%,0.75%,1.42%,11.25%,0.3739%,0.2070%,60.2643%,55.9374%,51.47%,42.8870%,0.6706%
6/29/1993 0:00,208.09,234.81,11.29,-0.26%,-0.08%,-0.34%,11.11%,0.7499%,1.4205%,70.6736%,88.0242%,78.16%,76.1992%,-0.2627%
6/30/1993 0:00,207.49,235.55,11.26,0.60%,-0.29%,0.32%,11.29%,-0.0768%,-0.3395%,46.8155%,37.7089%,23.62%,38.9227%,0.6035%
7/1/1993 0:00,206.50,235.49,11.51,0.45%,-0.48%,-0.03%,11.26%,-0.2883%,0.3151%,40.5359%,59.5166%,30.87%,73.9306%,0.4517%
7/2/1993 0:00,205.51,233.68,11.33,-0.29%,-0.48%,-0.77%,11.51%,-0.4771%,-0.0255%,35.1249%,48.1108%,22.30%,68.4210%,-0.2892%
7/5/1993 0:00,205.51,233.68,11.33,0.00%,0.00%,0.00%,11.33%,-0.4794%,-0.7686%,35.0609%,24.9456%,11.96%,37.8458%,0.0000%
7/6/1993 0:00,203.06,232.41,13.87,0.65%,-1.19%,-0.54%,11.33%,0.0000%,0.0000%,49.1249%,48.9701%,35.29%,49.9389%,0.6487%
7/7/1993 0:00,203.33,233.08,13.05,0.16%,0.13%,0.29%,13.87%,-1.1922%,-0.5435%,17.8404%,31.3590%,8.61%,75.4695%,0.1553%
7/8/1993 0:00,205.69,235.94,12.24,0.07%,1.16%,1.23%,13.05%,0.1330%,0.2883%,53.1241%,58.6333%,47.12%,56.5091%,0.0664%
7/9/1993 0:00,205.77,235.72,10.80,-0.13%,0.04%,-0.09%,12.24%,1.1607%,1.2270%,80.3402%,84.4347%,84.51%,52.7568%,-0.1321%
7/12/1993 0:00,206.32,235.88,10.85,-0.20%,0.27%,0.07%,10.80%,0.0389%,-0.0932%,50.2956%,45.8299%,33.10%,44.3436%,-0.1994%
7/13/1993 0:00,206.53,235.12,11.02,-0.42%,0.10%,-0.32%,10.85%,0.2673%,0.0679%,57.1322%,51.2611%,44.04%,41.5307%,-0.4240%
7/14/1993 0:00,207.81,235.66,10.78,-0.39%,0.62%,0.23%,11.02%,0.1018%,-0.3222%,52.1876%,38.2677%,26.33%,32.5242%,-0.3901%
7/15/1993 0:00,207.24,235.39,10.60,0.16%,-0.27%,-0.11%,10.78%,0.6198%,0.2297%,67.2093%,56.6914%,56.23%,33.8339%,0.1597%
7/16/1993 0:00,204.89,234.53,10.96,0.77%,-1.13%,-0.37%,10.60%,-0.2743%,-0.1146%,40.9474%,45.1146%,25.34%,56.6934%,0.7686%
7/19/1993 0:00,204.13,235.03,11.46,0.58%,-0.37%,0.21%,10.96%,-1.1340%,-0.3654%,19.0095%,36.8823%,10.01%,79.3053%,0.5841%
7/20/1993 0:00,205.22,235.13,11.05,-0.49%,0.53%,0.04%,11.46%,-0.3709%,0.2132%,38.1395%,56.1424%,27.52%,73.2564%,-0.4914%
7/21/1993 0:00,204.55,235.51,11.97,0.49%,-0.33%,0.16%,11.05%,0.5340%,0.0425%,64.8386%,50.4063%,46.42%,29.9819%,0.4881%
7/22/1993 0:00,202.95,234.56,11.69,0.38%,-0.78%,-0.40%,11.97%,-0.3265%,0.1616%,39.4242%,54.4166%,28.42%,69.7878%,0.3788%
7/23/1993 0:00,204.15,235.73,11.32,-0.09%,0.59%,0.50%,11.69%,-0.7822%,-0.4034%,27.0222%,35.6753%,13.12%,65.6134%,-0.0925%
7/26/1993 0:00,204.99,237.22,11.32,0.22%,0.41%,0.63%,11.32%,0.5913%,0.4988%,66.4292%,65.4044%,64.40%,46.0165%,0.2206%
7/27/1993 0:00,204.33,236.91,11.34,0.19%,-0.32%,-0.13%,11.32%,0.4115%,0.6321%,61.3528%,69.4636%,62.30%,59.2288%,0.1913%
7/28/1993 0:00,204.01,236.61,11.37,0.03%,-0.16%,-0.13%,11.34%,-0.3220%,-0.1307%,39.5553%,44.5753%,24.00%,58.0119%,0.0300%
7/29/1993 0:00,205.00,238.26,11.25,0.21%,0.49%,0.70%,11.37%,-0.1566%,-0.1266%,44.4288%,44.7108%,27.68%,51.2125%,0.2121%
7/30/1993 0:00,203.77,237.75,11.73,0.39%,-0.60%,-0.21%,11.25%,0.4853%,0.6974%,63.4659%,71.3713%,65.44%,58.8755%,0.3859%
8/2/1993 0:00,204.78,238.55,11.47,-0.16%,0.50%,0.34%,11.73%,-0.6000%,-0.2141%,31.7514%,41.8026%,17.55%,65.8921%,-0.1592%
8/3/1993 0:00,204.67,238.17,11.49,-0.11%,-0.05%,-0.16%,11.47%,0.4957%,0.3365%,63.7601%,60.2148%,58.11%,43.2091%,-0.1056%
8/4/1993 0:00,204.65,237.91,11.71,-0.10%,-0.01%,-0.11%,11.49%,-0.0537%,-0.1593%,47.5095%,43.6199%,29.01%,45.4627%,-0.0994%
8/5/1993 0:00,204.74,237.50,12.03,-0.22%,0.04%,-0.17%,11.71%,-0.0098%,-0.1092%,48.8308%,45.2957%,31.51%,45.7239%,-0.2163%
8/6/1993 0:00,205.00,237.79,12.33,0.00%,0.13%,0.12%,12.03%,0.0440%,-0.1723%,50.4486%,43.1858%,30.46%,40.8303%,-0.0049%
8/9/1993 0:00,205.73,239.14,12.39,0.21%,0.36%,0.57%,12.33%,0.1270%,0.1221%,52.9448%,53.0889%,42.74%,49.7313%,0.2116%
8/10/1993 0:00,204.85,239.12,12.31,0.42%,-0.43%,-0.01%,12.39%,0.3561%,0.5677%,59.7450%,67.5295%,59.59%,58.8568%,0.4194%
8/11/1993 0:00,205.08,239.57,12.07,0.08%,0.11%,0.19%,12.31%,-0.4277%,-0.0084%,36.5165%,48.6879%,23.67%,67.1887%,0.0759%
8/12/1993 0:00,204.03,239.22,12.38,0.37%,-0.51%,-0.15%,12.07%,0.1123%,0.1882%,52.5029%,55.3071%,44.15%,53.1610%,0.3659%
8/13/1993 0:00,204.46,239.63,12.19,-0.04%,0.21%,0.17%,12.38%,-0.5120%,-0.1461%,34.1542%,44.0602%,19.97%,65.1054%,-0.0394%
8/16/1993 0:00,205.90,240.25,12.01,-0.45%,0.70%,0.26%,12.19%,0.2108%,0.1714%,55.4518%,54.7445%,46.55%,48.2669%,-0.4456%
8/17/1993 0:00,207.47,239.91,11.59,-0.90%,0.76%,-0.14%,12.01%,0.7043%,0.2587%,69.4792%,57.6566%,58.34%,31.7010%,-0.9040%
8/18/1993 0:00,209.60,240.24,11.52,-0.89%,1.03%,0.14%,11.59%,0.7625%,-0.1415%,71.0006%,44.2130%,37.40%,16.7433%,-0.8891%
8/19/1993 0:00,209.55,240.39,11.63,0.09%,-0.02%,0.06%,11.52%,1.0267%,0.1376%,77.4189%,53.6085%,54.29%,17.1446%,0.0863%
8/20/1993 0:00,209.51,240.30,11.62,-0.02%,-0.02%,-0.04%,11.63%,-0.0239%,0.0624%,48.4072%,51.0776%,36.41%,53.6005%,-0.0184%
8/23/1993 0:00,208.77,240.38,12.15,0.39%,-0.35%,0.03%,11.62%,-0.0191%,-0.0374%,48.5505%,47.7074%,33.60%,49.1592%,0.3865%
8/24/1993 0:00,210.49,242.84,11.80,0.20%,0.82%,1.02%,12.15%,-0.3532%,0.0333%,38.6503%,50.0938%,26.10%,65.9135%,0.1995%
8/25/1993 0:00,209.93,243.73,12.10,0.63%,-0.27%,0.37%,11.80%,0.8239%,1.0234%,72.5649%,79.9587%,77.45%,58.3537%,0.6325%
8/26/1993 0:00,209.88,244.49,12.14,0.34%,-0.02%,0.31%,12.10%,-0.2660%,0.3665%,41.1893%,61.1911%,31.96%,74.9257%,0.3356%
8/27/1993 0:00,210.23,243.58,11.91,-0.54%,0.17%,-0.37%,12.14%,-0.0238%,0.3118%,48.4083%,59.4074%,41.27%,63.9056%,-0.5390%
8/30/1993 0:00,210.87,244.22,11.74,-0.04%,0.30%,0.26%,11.91%,0.1668%,-0.3722%,54.1372%,36.6638%,25.32%,28.2458%,-0.0417%
8/31/1993 0:00,211.58,245.30,11.85,0.11%,0.34%,0.44%,11.74%,0.3044%,0.2627%,58.2294%,57.7896%,51.67%,48.1685%,0.1055%
9/1/1993 0:00,211.55,245.28,11.48,0.01%,-0.01%,-0.01%,11.85%,0.3367%,0.4422%,59.1776%,63.6224%,56.83%,54.4135%,0.0060%
9/2/1993 0:00,211.37,244.14,11.87,-0.38%,-0.09%,-0.46%,11.48%,-0.0142%,-0.0082%,48.6982%,48.6950%,34.65%,50.1949%,-0.3797%
9/3/1993 0:00,211.20,244.42,11.16,0.20%,-0.08%,0.11%,11.87%,-0.0851%,-0.4648%,46.5678%,33.7570%,20.45%,34.2402%,0.1951%
9/6/1993 0:00,211.20,244.42,11.16,0.00%,0.00%,0.00%,11.16%,-0.0804%,0.1147%,46.7076%,52.8392%,35.78%,58.1712%,0.0000%
9/7/1993 0:00,209.03,243.58,12.90,0.68%,-1.03%,-0.34%,11.16%,0.0000%,0.0000%,49.1249%,48.9701%,35.29%,49.9389%,0.6838%
9/8/1993 0:00,207.53,242.71,13.24,0.36%,-0.72%,-0.36%,12.90%,-1.0275%,-0.3437%,21.2668%,37.5763%,11.08%,76.6306%,0.3604%
9/9/1993 0:00,207.93,243.51,12.67,0.14%,0.19%,0.33%,13.24%,-0.7176%,-0.3572%,28.6583%,37.1436%,14.31%,64.8895%,0.1369%
9/10/1993 0:00,209.47,246.19,11.70,0.36%,0.74%,1.10%,12.67%,0.1927%,0.3296%,54.9142%,59.9902%,50.02%,55.7344%,0.3599%
9/13/1993 0:00,209.04,246.90,12.16,0.49%,-0.21%,0.29%,11.70%,0.7406%,1.1006%,70.4331%,81.7390%,76.39%,64.8701%,0.4937%
9/14/1993 0:00,208.34,245.20,13.15,-0.35%,-0.33%,-0.69%,12.16%,-0.2053%,0.2884%,42.9821%,58.6369%,33.64%,69.9949%,-0.3537%
9/15/1993 0:00,209.22,245.86,12.70,-0.15%,0.42%,0.27%,13.15%,-0.3349%,-0.6885%,39.1810%,27.1445%,14.05%,35.2637%,-0.1532%
9/16/1993 0:00,208.55,245.07,13.36,0.00%,-0.32%,-0.32%,12.70%,0.4224%,0.2692%,61.6679%,58.0021%,54.54%,43.4584%,-0.0011%
9/17/1993 0:00,208.22,244.89,13.39,0.08%,-0.16%,-0.07%,13.36%,-0.3202%,-0.3213%,39.6056%,38.2960%,20.40%,49.8928%,0.0848%
9/20/1993 0:00,206.43,243.46,14.60,0.28%,-0.86%,-0.58%,13.39%,-0.1582%,-0.0734%,44.3804%,46.4950%,28.99%,53.5368%,0.2757%
9/21/1993 0:00,205.92,241.61,17.30,-0.51%,-0.25%,-0.76%,14.60%,-0.8597%,-0.5839%,25.1241%,30.1554%,10.80%,61.4908%,-0.5128%
9/22/1993 0:00,207.83,243.18,13.75,-0.28%,0.93%,0.65%,17.30%,-0.2471%,-0.7599%,41.7477%,25.1807%,13.63%,29.1946%,-0.2777%
9/23/1993 0:00,209.35,243.41,13.36,-0.64%,0.73%,0.09%,13.75%,0.9275%,0.6498%,75.1092%,69.9873%,73.04%,38.3106%,-0.6368%
9/24/1993 0:00,209.35,243.52,12.47,0.05%,0.00%,0.05%,13.36%,0.7314%,0.0946%,70.1912%,52.1617%,50.69%,24.8335%,0.0452%
9/27/1993 0:00,211.17,245.57,12.49,-0.03%,0.87%,0.84%,12.47%,0.0000%,0.0452%,49.1249%,50.4955%,36.66%,51.8584%,-0.0275%
9/28/1993 0:00,210.80,246.15,12.19,0.41%,-0.18%,0.24%,12.49%,0.8694%,0.8418%,73.6968%,75.3805%,75.93%,48.7690%,0.4114%
9/29/1993 0:00,210.05,245.79,12.63,0.21%,-0.36%,-0.15%,12.19%,-0.1752%,0.2362%,43.8748%,56.9082%,34.25%,66.8809%,0.2095%
9/30/1993 0:00,209.60,245.10,12.99,-0.07%,-0.21%,-0.28%,12.63%,-0.3558%,-0.1463%,38.5758%,44.0550%,23.02%,58.7700%,-0.0665%
10/1/1993 0:00,209.98,246.64,11.83,0.45%,0.18%,0.63%,12.99%,-0.2142%,-0.2807%,42.7169%,39.6134%,22.90%,47.1162%,0.4470%
10/4/1993 0:00,210.16,246.43,12.85,-0.17%,0.09%,-0.09%,11.83%,0.1813%,0.6283%,54.5721%,69.3519%,53.75%,68.2450%,-0.1709%
10/5/1993 0:00,210.07,245.94,12.97,-0.16%,-0.04%,-0.20%,12.85%,0.0857%,-0.0851%,51.7047%,46.1019%,34.35%,42.7198%,-0.1560%
10/6/1993 0:00,209.78,245.65,12.68,0.02%,-0.14%,-0.12%,12.97%,-0.0428%,-0.1988%,47.8368%,42.3059%,28.05%,43.3412%,0.0201%
10/7/1993 0:00,209.25,244.47,13.14,-0.23%,-0.25%,-0.48%,12.68%,-0.1380%,-0.1179%,44.9826%,45.0026%,28.33%,50.7943%,-0.2277%
10/8/1993 0:00,209.87,244.65,12.04,-0.22%,0.30%,0.07%,13.14%,-0.2526%,-0.4804%,41.5832%,33.2766%,18.27%,40.3594%,-0.2227%
10/11/1993 0:00,211.00,244.12,12.26,-0.76%,0.54%,-0.22%,12.04%,0.2963%,0.0736%,57.9897%,51.4552%,44.81%,40.5676%,-0.7551%
10/12/1993 0:00,211.40,244.57,12.41,-0.01%,0.19%,0.18%,12.26%,0.5384%,-0.2166%,64.9632%,41.7172%,33.13%,21.0205%,-0.0052%
10/13/1993 0:00,212.13,244.45,11.38,-0.39%,0.35%,-0.05%,12.41%,0.1896%,0.1843%,54.8195%,55.1781%,46.37%,49.7163%,-0.3944%
10/14/1993 0:00,215.59,245.88,11.00,-1.05%,1.63%,0.58%,11.38%,0.3453%,-0.0491%,59.4299%,47.3156%,39.82%,33.6671%,-1.0461%
10/15/1993 0:00,217.12,246.07,10.87,-0.63%,0.71%,0.08%,11.00%,1.6311%,0.5850%,88.6625%,68.0532%,75.17%,13.2283%,-0.6324%
10/18/1993 0:00,216.59,244.76,11.33,-0.29%,-0.24%,-0.53%,10.87%,0.7097%,0.0773%,69.6214%,51.5781%,49.61%,24.9815%,-0.2883%
10/19/1993 0:00,214.55,243.75,11.61,0.53%,-0.94%,-0.41%,11.33%,-0.2441%,-0.5324%,41.8347%,31.6930%,17.39%,37.8833%,0.5292%
10/20/1993 0:00,214.13,243.75,11.32,0.20%,-0.20%,0.00%,11.61%,-0.9419%,-0.4126%,23.1896%,35.3832%,11.42%,71.2981%,0.1958%
10/21/1993 0:00,214.15,243.36,11.20,-0.17%,0.01%,-0.16%,11.32%,-0.1958%,0.0000%,43.2645%,48.9701%,29.73%,58.1979%,-0.1693%
10/22/1993 0:00,212.98,243.03,11.48,0.41%,-0.55%,-0.14%,11.20%,0.0093%,-0.1600%,49.4060%,43.5965%,30.24%,42.7836%,0.4107%
10/25/1993 0:00,213.40,242.81,11.83,-0.29%,0.20%,-0.09%,11.48%,-0.5463%,-0.1356%,33.2080%,44.4108%,19.46%,66.8556%,-0.2877%
10/26/1993 0:00,213.00,242.89,11.83,0.22%,-0.19%,0.03%,11.83%,0.1972%,-0.0905%,55.0474%,45.9212%,36.04%,37.9052%,0.2204%
10/27/1993 0:00,213.62,243.04,12.01,-0.23%,0.29%,0.06%,11.83%,-0.1874%,0.0329%,43.5114%,50.0822%,30.66%,59.2194%,-0.2293%
10/28/1993 0:00,214.82,244.55,11.88,0.06%,0.56%,0.62%,12.01%,0.2911%,0.0618%,57.8357%,51.0546%,44.21%,40.2930%,0.0596%
10/29/1993 0:00,215.37,244.53,11.46,-0.26%,0.26%,-0.01%,11.88%,0.5617%,0.6213%,65.6129%,69.1431%,66.31%,52.4676%,-0.2642%
11/1/1993 0:00,215.97,245.30,11.78,0.04%,0.28%,0.31%,11.46%,0.2560%,-0.0082%,56.7985%,48.6941%,40.54%,38.8618%,0.0363%
11/2/1993 0:00,215.82,244.70,11.74,-0.18%,-0.07%,-0.24%,11.78%,0.2786%,0.3149%,57.4667%,59.5081%,52.35%,51.4809%,-0.1751%
11/3/1993 0:00,213.84,240.44,13.26,-0.82%,-0.92%,-1.74%,11.74%,-0.0695%,-0.2446%,47.0369%,40.7961%,26.26%,42.5412%,-0.8235%
11/4/1993 0:00,210.53,237.51,14.68,0.33%,-1.55%,-1.22%,13.26%,-0.9174%,-1.7409%,23.7560%,6.6944%,3.61%,18.9817%,0.3293%
11/5/1993 0:00,211.76,238.65,14.97,-0.10%,0.58%,0.48%,14.68%,-1.5479%,-1.2186%,11.7047%,14.5261%,4.22%,63.6520%,-0.1043%
11/8/1993 0:00,212.21,239.04,14.31,-0.05%,0.21%,0.16%,14.97%,0.5842%,0.4800%,66.2353%,64.8150%,63.80%,45.5184%,-0.0491%
11/9/1993 0:00,212.99,238.65,13.94,-0.53%,0.37%,-0.16%,14.31%,0.2125%,0.1634%,55.5040%,54.4772%,46.34%,47.8543%,-0.5307%
11/10/1993 0:00,214.81,239.89,13.72,-0.33%,0.85%,0.52%,13.94%,0.3676%,-0.1632%,60.0793%,43.4914%,34.64%,28.5437%,-0.3349%
11/11/1993 0:00,214.99,239.06,13.88,-0.43%,0.08%,-0.35%,13.72%,0.8545%,0.5196%,73.3297%,66.0507%,68.89%,36.0087%,-0.4298%
11/12/1993 0:00,216.25,240.36,13.33,-0.04%,0.59%,0.54%,13.88%,0.0838%,-0.3460%,51.6467%,37.5018%,25.41%,32.3019%,-0.0423%
11/15/1993 0:00,215.48,239.16,14.46,-0.14%,-0.36%,-0.50%,13.33%,0.5861%,0.5438%,66.2859%,66.7976%,65.33%,48.1432%,-0.1432%
11/16/1993 0:00,216.75,240.26,15.11,-0.13%,0.59%,0.46%,14.46%,-0.3561%,-0.4993%,38.5676%,32.6977%,16.79%,43.8794%,-0.1294%
11/17/1993 0:00,214.95,239.69,15.57,0.59%,-0.83%,-0.24%,15.11%,0.5894%,0.4599%,66.3770%,64.1838%,63.39%,44.4571%,0.5932%
11/18/1993 0:00,214.13,239.02,14.65,0.10%,-0.38%,-0.28%,15.57%,-0.8304%,-0.2372%,25.8317%,41.0379%,13.99%,73.5738%,0.1020%
11/19/1993 0:00,214.00,237.98,15.03,-0.37%,-0.06%,-0.44%,14.65%,-0.3815%,-0.2795%,37.8363%,39.6526%,20.20%,54.2628%,-0.3744%
11/22/1993 0:00,211.77,235.93,15.90,0.18%,-1.04%,-0.86%,15.03%,-0.0607%,-0.4351%,47.2994%,34.6790%,21.42%,34.4474%,0.1806%
